conv_id,query_id,query_text,retrieved_message_uid,rank,score,retriever
c1,0,What is the main topic of discussion?,c1_56,1,-0.2702305316925049,chroma
c1,0,What is the main topic of discussion?,c1_6,2,-0.2996816635131836,chroma
c1,0,What is the main topic of discussion?,c1_10,3,-0.311126708984375,chroma
c1,0,What is the main topic of discussion?,c1_38,4,-0.34072864055633545,chroma
c1,0,What is the main topic of discussion?,c1_60,5,-0.34072864055633545,chroma
c1,1,What are the key points being discussed?,c1_33,1,-0.25750672817230225,chroma
c1,1,What are the key points being discussed?,c1_27,2,-0.2800639867782593,chroma
c1,1,What are the key points being discussed?,c1_36,3,-0.2800639867782593,chroma
c1,1,What are the key points being discussed?,c1_38,4,-0.2800639867782593,chroma
c1,1,What are the key points being discussed?,c1_60,5,-0.2800639867782593,chroma
c1,2,What decisions were made?,c1_4,1,-0.6054726839065552,chroma
c1,2,What decisions were made?,c1_1,2,-0.614769697189331,chroma
c1,2,What decisions were made?,c1_27,3,-0.6283359527587891,chroma
c1,2,What decisions were made?,c1_38,4,-0.6283359527587891,chroma
c1,2,What decisions were made?,c1_60,5,-0.6283359527587891,chroma
c1,3,What concerns were raised?,c1_33,1,-0.24580657482147217,chroma
c1,3,What concerns were raised?,c1_16,2,-0.2824791669845581,chroma
c1,3,What concerns were raised?,c1_20,3,-0.2824791669845581,chroma
c1,3,What concerns were raised?,c1_39,4,-0.2824791669845581,chroma
c1,3,What concerns were raised?,c1_43,5,-0.2824791669845581,chroma
c1,4,What is the recommended approach?,c1_8,1,-0.1595168113708496,chroma
c1,4,What is the recommended approach?,c1_19,2,-0.16602873802185059,chroma
c1,4,What is the recommended approach?,c1_11,3,-0.17169904708862305,chroma
c1,4,What is the recommended approach?,c1_3,4,-0.18150544166564941,chroma
c1,4,What is the recommended approach?,c1_15,5,-0.2055424451828003,chroma
c10,0,What is the main topic of discussion?,c10_50,1,-0.24208903312683105,chroma
c10,0,What is the main topic of discussion?,c10_55,2,-0.3125472068786621,chroma
c10,0,What is the main topic of discussion?,c10_40,3,-0.34619808197021484,chroma
c10,0,What is the main topic of discussion?,c10_49,4,-0.34619808197021484,chroma
c10,0,What is the main topic of discussion?,c10_65,5,-0.34619808197021484,chroma
c10,1,What are the key points being discussed?,c10_61,1,-0.1928420066833496,chroma
c10,1,What are the key points being discussed?,c10_38,2,-0.23497653007507324,chroma
c10,1,What are the key points being discussed?,c10_33,3,-0.2562063932418823,chroma
c10,1,What are the key points being discussed?,c10_60,4,-0.2862839698791504,chroma
c10,1,What are the key points being discussed?,c10_25,5,-0.30569028854370117,chroma
c10,2,What decisions were made?,c10_24,1,-0.5747225284576416,chroma
c10,2,What decisions were made?,c10_66,2,-0.5837365388870239,chroma
c10,2,What decisions were made?,c10_33,3,-0.5899875164031982,chroma
c10,2,What decisions were made?,c10_14,4,-0.6086769104003906,chroma
c10,2,What decisions were made?,c10_47,5,-0.6086769104003906,chroma
c10,3,What concerns were raised?,c10_26,1,-0.5316646099090576,chroma
c10,3,What concerns were raised?,c10_63,2,-0.5316646099090576,chroma
c10,3,What concerns were raised?,c10_67,3,-0.5316646099090576,chroma
c10,3,What concerns were raised?,c10_9,4,-0.5419247150421143,chroma
c10,3,What concerns were raised?,c10_27,5,-0.5422859191894531,chroma
c10,4,What is the recommended approach?,c10_66,1,-0.5027023553848267,chroma
c10,4,What is the recommended approach?,c10_16,2,-0.6134046316146851,chroma
c10,4,What is the recommended approach?,c10_33,3,-0.6315140724182129,chroma
c10,4,What is the recommended approach?,c10_28,4,-0.6345351934432983,chroma
c10,4,What is the recommended approach?,c10_1,5,-0.6473839282989502,chroma
c11,0,What is the main topic of discussion?,c11_36,1,-0.2741793394088745,chroma
c11,0,What is the main topic of discussion?,c11_5,2,-0.326515793800354,chroma
c11,0,What is the main topic of discussion?,c11_6,3,-0.3343014717102051,chroma
c11,0,What is the main topic of discussion?,c11_18,4,-0.3343014717102051,chroma
c11,0,What is the main topic of discussion?,c11_49,5,-0.3343014717102051,chroma
c11,1,What are the key points being discussed?,c11_6,1,0.031021535396575928,chroma
c11,1,What are the key points being discussed?,c11_18,2,0.031021535396575928,chroma
c11,1,What are the key points being discussed?,c11_49,3,0.031021535396575928,chroma
c11,1,What are the key points being discussed?,c11_23,4,-0.1835801601409912,chroma
c11,1,What are the key points being discussed?,c11_25,5,-0.19645380973815918,chroma
c11,2,What decisions were made?,c11_6,1,-0.47359132766723633,chroma
c11,2,What decisions were made?,c11_18,2,-0.47359132766723633,chroma
c11,2,What decisions were made?,c11_49,3,-0.47359132766723633,chroma
c11,2,What decisions were made?,c11_38,4,-0.4935331344604492,chroma
c11,2,What decisions were made?,c11_9,5,-0.5515456199645996,chroma
c11,3,What concerns were raised?,c11_17,1,-0.3246046304702759,chroma
c11,3,What concerns were raised?,c11_6,2,-0.40561962127685547,chroma
c11,3,What concerns were raised?,c11_18,3,-0.40561962127685547,chroma
c11,3,What concerns were raised?,c11_49,4,-0.40561962127685547,chroma
c11,3,What concerns were raised?,c11_50,5,-0.4736614227294922,chroma
c11,4,What is the recommended approach?,c11_16,1,-0.4395716190338135,chroma
c11,4,What is the recommended approach?,c11_21,2,-0.5095040798187256,chroma
c11,4,What is the recommended approach?,c11_9,3,-0.5137392282485962,chroma
c11,4,What is the recommended approach?,c11_38,4,-0.5652194023132324,chroma
c11,4,What is the recommended approach?,c11_14,5,-0.5941438674926758,chroma
c12,0,What is the main topic of discussion?,c12_1,1,-0.13599491119384766,chroma
c12,0,What is the main topic of discussion?,c12_47,2,-0.286393404006958,chroma
c12,0,What is the main topic of discussion?,c12_27,3,-0.3079519271850586,chroma
c12,0,What is the main topic of discussion?,c12_26,4,-0.3096647262573242,chroma
c12,0,What is the main topic of discussion?,c12_31,5,-0.3096647262573242,chroma
c12,1,What are the key points being discussed?,c12_47,1,-0.15835809707641602,chroma
c12,1,What are the key points being discussed?,c12_64,2,-0.2673288583755493,chroma
c12,1,What are the key points being discussed?,c12_22,3,-0.28131985664367676,chroma
c12,1,What are the key points being discussed?,c12_1,4,-0.29017388820648193,chroma
c12,1,What are the key points being discussed?,c12_59,5,-0.3078629970550537,chroma
c12,2,What decisions were made?,c12_30,1,-0.5034029483795166,chroma
c12,2,What decisions were made?,c12_64,2,-0.5275740623474121,chroma
c12,2,What decisions were made?,c12_20,3,-0.5463838577270508,chroma
c12,2,What decisions were made?,c12_59,4,-0.5582053661346436,chroma
c12,2,What decisions were made?,c12_56,5,-0.5828393697738647,chroma
c12,3,What concerns were raised?,c12_3,1,-0.3401973247528076,chroma
c12,3,What concerns were raised?,c12_38,2,-0.361724853515625,chroma
c12,3,What concerns were raised?,c12_2,3,-0.3970322608947754,chroma
c12,3,What concerns were raised?,c12_28,4,-0.42743444442749023,chroma
c12,3,What concerns were raised?,c12_41,5,-0.4320855140686035,chroma
c12,4,What is the recommended approach?,c12_22,1,-0.5656605958938599,chroma
c12,4,What is the recommended approach?,c12_1,2,-0.5717414617538452,chroma
c12,4,What is the recommended approach?,c12_17,3,-0.5744715929031372,chroma
c12,4,What is the recommended approach?,c12_30,4,-0.5820008516311646,chroma
c12,4,What is the recommended approach?,c12_61,5,-0.5873759984970093,chroma
c13,0,What is the main topic of discussion?,c13_47,1,-0.3128519058227539,chroma
c13,0,What is the main topic of discussion?,c13_27,2,-0.3164403438568115,chroma
c13,0,What is the main topic of discussion?,c13_19,3,-0.33373403549194336,chroma
c13,0,What is the main topic of discussion?,c13_55,4,-0.34619808197021484,chroma
c13,0,What is the main topic of discussion?,c13_61,5,-0.35524988174438477,chroma
c13,1,What are the key points being discussed?,c13_46,1,-0.14653658866882324,chroma
c13,1,What are the key points being discussed?,c13_37,2,-0.19416475296020508,chroma
c13,1,What are the key points being discussed?,c13_34,3,-0.23106276988983154,chroma
c13,1,What are the key points being discussed?,c13_25,4,-0.2771660089492798,chroma
c13,1,What are the key points being discussed?,c13_4,5,-0.27741730213165283,chroma
c13,2,What decisions were made?,c13_57,1,-0.542165994644165,chroma
c13,2,What decisions were made?,c13_4,2,-0.5549608469009399,chroma
c13,2,What decisions were made?,c13_24,3,-0.5722233057022095,chroma
c13,2,What decisions were made?,c13_30,4,-0.572371244430542,chroma
c13,2,What decisions were made?,c13_12,5,-0.5768849849700928,chroma
c13,3,What concerns were raised?,c13_57,1,-0.4361763000488281,chroma
c13,3,What concerns were raised?,c13_35,2,-0.4943363666534424,chroma
c13,3,What concerns were raised?,c13_37,3,-0.5086050033569336,chroma
c13,3,What concerns were raised?,c13_5,4,-0.5126086473464966,chroma
c13,3,What concerns were raised?,c13_58,5,-0.5126086473464966,chroma
c13,4,What is the recommended approach?,c13_50,1,-0.3135793209075928,chroma
c13,4,What is the recommended approach?,c13_40,2,-0.39232337474823,chroma
c13,4,What is the recommended approach?,c13_29,3,-0.4780247211456299,chroma
c13,4,What is the recommended approach?,c13_52,4,-0.5027023553848267,chroma
c13,4,What is the recommended approach?,c13_10,5,-0.5106209516525269,chroma
c14,0,What is the main topic of discussion?,c14_54,1,-0.27701568603515625,chroma
c14,0,What is the main topic of discussion?,c14_19,2,-0.28681182861328125,chroma
c14,0,What is the main topic of discussion?,c14_28,3,-0.28681182861328125,chroma
c14,0,What is the main topic of discussion?,c14_42,4,-0.28681182861328125,chroma
c14,0,What is the main topic of discussion?,c14_29,5,-0.3458669185638428,chroma
c14,1,What are the key points being discussed?,c14_19,1,-0.18293428421020508,chroma
c14,1,What are the key points being discussed?,c14_28,2,-0.18293428421020508,chroma
c14,1,What are the key points being discussed?,c14_42,3,-0.18293428421020508,chroma
c14,1,What are the key points being discussed?,c14_47,4,-0.19042420387268066,chroma
c14,1,What are the key points being discussed?,c14_24,5,-0.20153725147247314,chroma
c14,2,What decisions were made?,c14_19,1,-0.554645299911499,chroma
c14,2,What decisions were made?,c14_28,2,-0.554645299911499,chroma
c14,2,What decisions were made?,c14_42,3,-0.554645299911499,chroma
c14,2,What decisions were made?,c14_17,4,-0.5599609613418579,chroma
c14,2,What decisions were made?,c14_61,5,-0.5764596462249756,chroma
c14,3,What concerns were raised?,c14_37,1,-0.4521346092224121,chroma
c14,3,What concerns were raised?,c14_19,2,-0.4824305772781372,chroma
c14,3,What concerns were raised?,c14_28,3,-0.4824305772781372,chroma
c14,3,What concerns were raised?,c14_42,4,-0.4824305772781372,chroma
c14,3,What concerns were raised?,c14_51,5,-0.5170440673828125,chroma
c14,4,What is the recommended approach?,c14_50,1,-0.32439661026000977,chroma
c14,4,What is the recommended approach?,c14_35,2,-0.39046549797058105,chroma
c14,4,What is the recommended approach?,c14_3,3,-0.3933529853820801,chroma
c14,4,What is the recommended approach?,c14_39,4,-0.4679741859436035,chroma
c14,4,What is the recommended approach?,c14_24,5,-0.48182499408721924,chroma
c15,0,What is the main topic of discussion?,c15_1,1,-0.13599491119384766,chroma
c15,0,What is the main topic of discussion?,c15_55,2,-0.3032991886138916,chroma
c15,0,What is the main topic of discussion?,c15_42,3,-0.31658899784088135,chroma
c15,0,What is the main topic of discussion?,c15_63,4,-0.32384657859802246,chroma
c15,0,What is the main topic of discussion?,c15_40,5,-0.3257397413253784,chroma
c15,1,What are the key points being discussed?,c15_10,1,-0.26709914207458496,chroma
